2026-03-22 11:42:36,965 | INFO     | ITS_App:168 | [Location] Using fallback coordinates (Beijing)
2026-03-22 22:41:20,215 | INFO     | ITS_App:56 | [Route] 转交业务专家: 导航到最近的小米之家...
2026-03-22 22:41:23,212 | INFO     | ITS_App:282 | [NearestShops] Found 3 shops near (0.0, 0.0)
2026-03-22 22:41:23,422 | INFO     | ITS_App:186 | [Location] IP location success: 117.162.112.68 → (28.275237, 117.974394)
2026-03-22 22:42:24,413 | INFO     | ITS_App:56 | [Route] 转交业务专家: 内蒙古民族商场附近有哪些商场...
2026-03-22 22:42:31,671 | INFO     | ITS_App:138 | [Location] Geocode success: '内蒙古民族商场' → (39.93735085935885, 116.4637957938681)
2026-03-22 22:44:28,579 | INFO     | ITS_App:27 | [Route] 转交技术专家: 电脑无法开机怎么办...
2026-03-22 22:44:28,582 | INFO     | ITS_App:56 | [Route] 转交业务专家: 导航去清华大学，拍夜景...
2026-03-22 22:44:33,928 | ERROR    | ITS_App:36 | 发送请求获取知识库服务下的知识库数据失败:All connection attempts failed
2026-03-22 22:45:12,402 | INFO     | ITS_App:56 | [Route] 转交业务专家: 杭州西湖附近的健身房...
2026-03-22 22:45:12,405 | INFO     | ITS_App:56 | [Route] 转交业务专家: 杭州西湖附近维修电脑的维修站...
2026-03-22 22:45:19,925 | INFO     | ITS_App:186 | [Location] IP location success: 117.162.112.68 → (28.275237, 117.974394)
2026-03-22 22:45:23,166 | INFO     | ITS_App:282 | [NearestShops] Found 3 shops near (28.275237281092302, 117.97439350685255)
2026-03-22 22:45:27,414 | INFO     | ITS_App:138 | [Location] Geocode success: '杭州西湖' → (30.265916325588922, 120.13643801205312)
2026-03-22 22:45:30,630 | INFO     | ITS_App:282 | [NearestShops] Found 3 shops near (30.265916325588922, 120.13643801205312)
2026-03-22 22:46:19,022 | INFO     | ITS_App:56 | [Route] 转交业务专家: 杭州西湖附近的健身房...
2026-03-22 22:46:54,201 | INFO     | ITS_App:56 | [Route] 转交业务专家: 附近有哪些健身房...
2026-03-22 22:46:54,204 | INFO     | ITS_App:56 | [Route] 转交业务专家: 健身房附近有哪些维修站...
2026-03-22 22:46:56,405 | INFO     | ITS_App:138 | [Location] Geocode success: '健身房' → (39.91515990084619, 116.74937034938992)
2026-03-22 22:47:01,921 | WARNING  | ITS_App:77 | [Location] Failed to get public IP via https://4.ipw.cn: _ssl.c:983: The handshake operation timed out
2026-03-22 22:47:03,555 | WARNING  | ITS_App:77 | [Location] Failed to get public IP via https://api.ipify.org: [WinError 10054] 远程主机强迫关闭了一个现有的连接。
2026-03-22 22:47:05,763 | INFO     | ITS_App:282 | [NearestShops] Found 3 shops near (39.91515990084619, 116.74937034938992)
2026-03-22 22:47:05,982 | INFO     | ITS_App:186 | [Location] IP location success: 117.162.112.68 → (28.275237, 117.974394)
2026-03-22 22:50:13,106 | INFO     | ITS_App:56 | [Route] 转交业务专家: 导航去欢乐谷...
2026-03-22 22:50:13,108 | INFO     | ITS_App:27 | [Route] 转交技术专家: 今天欢乐谷闭园时间是几点...
2026-03-22 22:52:33,352 | INFO     | ITS_App:56 | [Route] 转交业务专家: 导航去附近的苹果官方维修点...
2026-03-22 22:52:33,355 | INFO     | ITS_App:27 | [Route] 转交技术专家: iPhone 电池健康度掉到 80% 以下必须更换吗？...
2026-03-22 22:52:36,308 | INFO     | ITS_App:282 | [NearestShops] Found 3 shops near (0.0, 0.0)
2026-03-22 22:52:36,528 | INFO     | ITS_App:186 | [Location] IP location success: 117.162.112.68 → (28.275237, 117.974394)
2026-03-22 22:53:55,881 | INFO     | ITS_App:27 | [Route] 转交技术专家: 联想笔记本开机蓝屏代码怎么解决...
2026-03-22 22:54:49,318 | INFO     | ITS_App:56 | [Route] 转交业务专家: 最近的联想官方服务站...
2026-03-22 22:54:52,587 | INFO     | ITS_App:282 | [NearestShops] Found 3 shops near (0.0, 0.0)
2026-03-22 22:54:52,727 | INFO     | ITS_App:186 | [Location] IP location success: 117.162.112.68 → (28.275237, 117.974394)
2026-03-22 23:05:48,073 | INFO     | ITS_App:27 | [Route] 转交技术专家: 联想笔记本开机蓝屏代码怎么解决...
2026-03-22 23:06:51,524 | INFO     | ITS_App:56 | [Route] 转交业务专家: 最近的联想官方服务站...
2026-03-22 23:06:55,421 | WARNING  | ITS_App:249 | [NearestShops] Rejected invalid query coordinates: lat=0.0, lng=0.0, reason=Placeholder coordinates (0.0, 0.0) are not allowed.
2026-03-22 23:06:55,668 | INFO     | ITS_App:205 | [Location] IP location success: 117.162.112.68 → (28.275237, 117.974394)
2026-03-22 23:06:59,533 | INFO     | ITS_App:318 | [NearestShops] Found 3 shops near (28.275237281092302, 117.97439350685255)
2026-03-22 23:06:59,724 | INFO     | ITS_App:205 | [Location] IP location success: 117.162.112.68 → (28.275237, 117.974394)
2026-03-22 23:07:57,716 | INFO     | ITS_App:56 | [Route] 转交业务专家: 最近的小米之家...
2026-03-22 23:07:57,718 | INFO     | ITS_App:27 | [Route] 转交技术专家: 小米汽车现在的交付周期是多久？...
2026-03-22 23:08:00,648 | INFO     | ITS_App:205 | [Location] IP location success: 117.162.112.68 → (28.275237, 117.974394)
2026-03-22 23:08:03,085 | INFO     | ITS_App:318 | [NearestShops] Found 3 shops near (28.275237281092302, 117.97439350685255)
2026-03-22 23:08:07,344 | INFO     | ITS_App:318 | [NearestShops] Found 3 shops near (28.275237281092302, 117.97439350685255)
2026-03-22 23:10:12,476 | INFO     | ITS_App:27 | [Route] 转交技术专家: 联想笔记本开机蓝屏代码怎么解决...
2026-03-22 23:10:12,478 | INFO     | ITS_App:56 | [Route] 转交业务专家: 最近的联想官方服务站...
2026-03-22 23:10:16,873 | WARNING  | ITS_App:249 | [NearestShops] Rejected invalid query coordinates: lat=0.0, lng=0.0, reason=Placeholder coordinates (0.0, 0.0) are not allowed.
2026-03-22 23:10:17,411 | INFO     | ITS_App:205 | [Location] IP location success: 117.162.112.68 → (28.275237, 117.974394)
2026-03-22 23:10:23,207 | INFO     | ITS_App:318 | [NearestShops] Found 3 shops near (28.275237281092302, 117.97439350685255)
2026-03-22 23:10:23,515 | INFO     | ITS_App:205 | [Location] IP location success: 117.162.112.68 → (28.275237, 117.974394)
2026-03-22 23:12:56,657 | INFO     | ITS_App:56 | [Route] 转交业务专家: 最近的耀官方授权服务中心...
2026-03-22 23:12:56,659 | INFO     | ITS_App:27 | [Route] 转交技术专家: 小米汽车现在的交付周期是多久？...
2026-03-22 23:12:59,896 | INFO     | ITS_App:205 | [Location] IP location success: 117.162.112.68 → (28.275237, 117.974394)
2026-03-22 23:13:02,115 | INFO     | ITS_App:318 | [NearestShops] Found 3 shops near (28.275237281092302, 117.97439350685255)
2026-03-22 23:15:09,427 | INFO     | ITS_App:56 | [Route] 转交业务专家: 导航到最近的小米之家...
2026-03-22 23:15:22,216 | WARNING  | ITS_App:249 | [NearestShops] Rejected invalid query coordinates: lat=0.0, lng=0.0, reason=Placeholder coordinates (0.0, 0.0) are not allowed.
2026-03-22 23:15:24,122 | INFO     | ITS_App:205 | [Location] IP location success: 172.96.141.83 → (33.872029, -118.245801)
2026-03-22 23:15:31,891 | INFO     | ITS_App:205 | [Location] IP location success: 172.96.141.83 → (33.872029, -118.245801)
2026-03-22 23:15:35,191 | INFO     | ITS_App:318 | [NearestShops] Found 3 shops near (33.872028589385465, -118.24580061262462)
2026-03-22 23:15:44,232 | INFO     | ITS_App:56 | [Route] 转交业务专家: 查询小米之家附近有哪些商场...
2026-03-22 23:15:56,524 | INFO     | ITS_App:56 | [Route] 转交业务专家: 导航到最近的小米之家...
2026-03-22 23:16:00,234 | WARNING  | ITS_App:249 | [NearestShops] Rejected invalid query coordinates: lat=0.0, lng=0.0, reason=Placeholder coordinates (0.0, 0.0) are not allowed.
2026-03-22 23:16:00,436 | INFO     | ITS_App:205 | [Location] IP location success: 117.162.112.68 → (28.275237, 117.974394)
2026-03-22 23:16:02,800 | INFO     | ITS_App:318 | [NearestShops] Found 3 shops near (28.275237281092302, 117.97439350685255)
2026-03-22 23:16:14,776 | INFO     | ITS_App:56 | [Route] 转交业务专家: 小米之家附近有哪些商场...
2026-03-22 23:24:37,505 | INFO     | ITS_App:56 | [Route] 转交业务专家: 帮我导航到最近的小米之家？，顺便准备看一下它附近都有哪些商场...
2026-03-22 23:24:38,640 | INFO     | ITS_App:137 | [Location] Detected relative term '我的位置', forcing IP location fallback.
2026-03-22 23:24:41,242 | INFO     | ITS_App:205 | [Location] IP location success: 117.162.112.68 → (28.275237, 117.974394)
2026-03-22 23:24:42,183 | INFO     | ITS_App:318 | [NearestShops] Found 3 shops near (28.275237281092302, 117.97439350685255)
2026-03-22 23:24:50,452 | INFO     | ITS_App:56 | [Route] 转交业务专家: 小米之家(百步亭·花园里江岸区店)附近有哪些商场...
2026-03-22 23:24:51,768 | INFO     | ITS_App:157 | [Location] Geocode success: '小米之家(百步亭·花园里江岸区店)' → (30.62250985217517, 114.32037003685863)
2026-03-22 23:24:52,921 | INFO     | ITS_App:318 | [NearestShops] Found 3 shops near (30.6225098517, 114.32037003685863)
2026-03-22 23:25:14,866 | INFO     | ITS_App:56 | [Route] 转交业务专家: 联想客服中心(招银大厦店)附近有哪些商场...
2026-03-22 23:25:15,899 | INFO     | ITS_App:157 | [Location] Geocode success: '招银大厦店' → (22.554728526449797, 113.94929034647087)
2026-03-22 23:25:16,920 | INFO     | ITS_App:318 | [NearestShops] Found 3 shops near (22.554728526449797, 113.94929034647087)
2026-03-22 23:25:27,681 | INFO     | ITS_App:56 | [Route] 转交业务专家: 惠普电脑售后维修服务中心(大学城店)附近有哪些商场...
2026-03-22 23:25:28,653 | WARNING  | ITS_App:168 | [Location] Geocode failed for '大学城店': Expecting value: line 1 column 1 (char 0)
2026-03-22 23:25:31,004 | INFO     | ITS_App:205 | [Location] IP location success: 117.162.112.68 → (28.275237, 117.974394)
2026-03-22 23:25:32,327 | INFO     | ITS_App:318 | [NearestShops] Found 3 shops near (28.275237281092302, 117.97439350685255)
2026-03-22 23:25:35,189 | INFO     | ITS_App:56 | [Route] 转交业务专家: 华为授权服务中心(温州汇源路)附近有哪些商场...
2026-03-22 23:25:36,163 | INFO     | ITS_App:157 | [Location] Geocode success: '温州汇源路' → (27.68338209052723, 120.3328090169852)
2026-03-22 23:25:37,165 | INFO     | ITS_App:318 | [NearestShops] Found 3 shops near (27.68338209052723, 120.3328090169852)
2026-03-22 23:25:41,690 | INFO     | ITS_App:56 | [Route] 转交业务专家: 温州万象城附近有哪些商场...
2026-03-22 23:25:44,188 | INFO     | ITS_App:157 | [Location] Geocode success: '温州万象城' → (28.023750015542763, 120.71666565110756)
2026-03-22 23:25:50,354 | INFO     | ITS_App:56 | [Route] 转交业务专家: 温州世贸中心附近有哪些商场...
2026-03-22 23:25:51,250 | INFO     | ITS_App:157 | [Location] Geocode success: '温州世贸中心' → (28.012427999421117, 120.67122792113906)
2026-03-22 23:25:58,969 | INFO     | ITS_App:56 | [Route] 转交业务专家: 温州银泰百货附近有哪些商场...
2026-03-22 23:25:59,936 | INFO     | ITS_App:157 | [Location] Geocode success: '温州银泰百货' → (28.01180173602237, 120.67142599750395)
2026-03-22 23:26:09,109 | INFO     | ITS_App:56 | [Route] 转交业务专家: 银泰百货(温州世贸店)附近有哪些商场...
2026-03-22 23:26:10,237 | INFO     | ITS_App:157 | [Location] Geocode success: '银泰百货(温州世贸店)' → (28.012427999421117, 120.67122792113906)
2026-03-22 23:26:16,523 | INFO     | ITS_App:56 | [Route] 转交业务专家: 温州第一百货商店(五马步行街店)附近有哪些商场...
2026-03-22 23:26:17,719 | INFO     | ITS_App:157 | [Location] Geocode success: '温州第一百货商店(五马步行街店)' → (28.017947329621364, 120.66651082907717)
2026-03-22 23:26:40,933 | INFO     | ITS_App:27 | [Route] 转交技术专家: 今天故宫的门票售罄了吗？...
2026-03-22 23:26:40,934 | INFO     | ITS_App:56 | [Route] 转交业务专家: 导航去故宫博物院...
2026-03-22 23:26:42,314 | INFO     | ITS_App:157 | [Location] Geocode success: '故宫博物院' → (39.924091367210636, 116.4034138534206)
2026-03-22 23:28:33,010 | INFO     | ITS_App:27 | [Route] 转交技术专家: 今天北京的天气预报...
2026-03-22 23:28:36,180 | INFO     | ITS_App:56 | [Route] 转交业务专家: 最近的服务站...
2026-03-22 23:28:40,188 | INFO     | ITS_App:205 | [Location] IP location success: 117.162.112.68 → (28.275237, 117.974394)
2026-03-22 23:28:41,506 | INFO     | ITS_App:318 | [NearestShops] Found 3 shops near (28.275237281092302, 117.97439350685255)
